2025-09-07 22:16:18,695 | INFO | CART | ADD | 307 | /add/10 | 
2025-09-07 23:36:04,532 | INFO | PAYMENT | SUCCESS | 663 | /checkout | 
2025-09-07 23:36:05,040 | INFO | PAYMENT | SUCCESS | 72 | /checkout | 
2025-09-07 23:36:06,309 | INFO | PAYMENT | SUCCESS | 874 | /checkout | 
2025-09-07 23:36:07,726 | INFO | CART | ADD | 748 | /add/10 | 
2025-09-07 23:36:09,111 | INFO | PAYMENT | SUCCESS | 165 | /checkout | 
2025-09-07 23:36:09,768 | INFO | PAYMENT | FAILED | 745 | /checkout | Transaction declined
2025-09-07 23:36:12,466 | INFO | CART | ADD | 916 | /add/3 | 
2025-09-07 23:36:14,327 | INFO | PAYMENT | FAILED | 81 | /checkout | Transaction declined
2025-09-07 23:36:15,546 | INFO | PAYMENT | FAILED | 606 | /checkout | Transaction declined
2025-09-07 23:36:16,638 | INFO | PAYMENT | FAILED | 486 | /checkout | Transaction declined
2025-09-07 23:36:18,610 | INFO | CART | ADD | 351 | /add/9 | 
2025-09-07 23:36:20,340 | INFO | PAYMENT | FAILED | 231 | /checkout | Transaction declined
2025-09-07 23:36:23,297 | INFO | PAYMENT | FAILED | 702 | /checkout | Transaction declined
2025-09-07 23:36:25,467 | INFO | PAYMENT | SUCCESS | 65 | /checkout | 
2025-09-07 23:36:26,309 | INFO | PAYMENT | SUCCESS | 472 | /checkout | 
2025-09-07 23:36:28,404 | INFO | PAYMENT | SUCCESS | 119 | /checkout | 
2025-09-07 23:36:29,390 | INFO | SECURITY | FAILED | 0 | /search | SQL Injection attempt id=' OR '1'='1
2025-09-07 23:36:30,928 | INFO | CART | ADD | 293 | /add/7 | 
2025-09-07 23:36:33,004 | INFO | PAYMENT | SUCCESS | 343 | /checkout | 
2025-09-07 23:36:34,071 | INFO | PAYMENT | FAILED | 529 | /checkout | Transaction declined
2025-09-07 23:36:35,293 | INFO | PAYMENT | FAILED | 75 | /checkout | Transaction declined
2025-09-07 23:36:38,093 | INFO | PAYMENT | SUCCESS | 914 | /checkout | 
2025-09-07 23:36:39,801 | INFO | PAYMENT | FAILED | 406 | /checkout | Transaction declined
2025-09-07 23:36:41,774 | INFO | PAYMENT | FAILED | 92 | /checkout | Transaction declined
2025-09-07 23:36:44,739 | INFO | PAYMENT | FAILED | 244 | /checkout | Transaction declined
2025-09-07 23:36:45,689 | INFO | PAYMENT | SUCCESS | 437 | /checkout | 
2025-09-07 23:36:47,168 | INFO | PAYMENT | SUCCESS | 988 | /checkout | 
2025-09-07 23:36:49,487 | INFO | PAYMENT | SUCCESS | 370 | /checkout | 
2025-09-07 23:36:52,093 | INFO | PAYMENT | FAILED | 99999 | /checkout | Possible fraud detected - unusually high amount
2025-09-07 23:36:52,624 | INFO | PAYMENT | FAILED | 99999 | /checkout | Possible fraud detected - unusually high amount
2025-09-07 23:36:55,395 | INFO | PAYMENT | SUCCESS | 103 | /checkout | 
2025-09-07 23:36:56,380 | INFO | PAYMENT | SUCCESS | 653 | /checkout | 
2025-09-07 23:36:57,741 | INFO | CART | ADD | 851 | /add/5 | 
2025-09-07 23:36:58,776 | INFO | PAYMENT | FAILED | 720 | /checkout | Transaction declined
2025-09-07 23:37:01,173 | INFO | PAYMENT | SUCCESS | 609 | /checkout | 
2025-09-07 23:37:03,653 | INFO | PAYMENT | SUCCESS | 501 | /checkout | 
2025-09-07 23:37:05,215 | INFO | PAYMENT | SUCCESS | 208 | /checkout | 
2025-09-07 23:37:06,992 | INFO | PAYMENT | SUCCESS | 183 | /checkout | 
2025-09-07 23:37:11,931 | INFO | PAYMENT | FAILED | 749 | /checkout | Transaction declined
2025-09-07 23:37:13,475 | INFO | PAYMENT | SUCCESS | 968 | /checkout | 
2025-09-07 23:37:15,692 | INFO | PAYMENT | SUCCESS | 668 | /checkout | 
2025-09-07 23:37:17,111 | INFO | PAYMENT | SUCCESS | 677 | /checkout | 
2025-09-07 23:37:19,620 | INFO | PAYMENT | SUCCESS | 529 | /checkout | 
2025-09-07 23:37:21,095 | INFO | PAYMENT | FAILED | 363 | /checkout | Transaction declined
2025-09-07 23:37:23,144 | INFO | PAYMENT | SUCCESS | 110 | /checkout | 
2025-09-07 23:37:25,202 | INFO | CART | ADD | 796 | /add/11 | 
2025-09-07 23:37:27,403 | INFO | PAYMENT | FAILED | 476 | /checkout | Transaction declined
2025-09-07 23:37:30,121 | INFO | PAYMENT | FAILED | 965 | /checkout | Transaction declined
2025-09-07 23:37:31,161 | INFO | PAYMENT | SUCCESS | 647 | /checkout | 
2025-09-07 23:37:33,437 | INFO | PAYMENT | FAILED | 99999 | /checkout | Possible fraud detected - unusually high amount
2025-09-07 23:37:34,475 | INFO | PAYMENT | SUCCESS | 241 | /checkout | 
2025-09-07 23:37:35,611 | INFO | PAYMENT | SUCCESS | 711 | /checkout | 
2025-09-07 23:37:37,136 | INFO | CART | ADD | 365 | /add/10 | 
2025-09-07 23:37:37,723 | INFO | CART | ADD | 877 | /add/7 | 
2025-09-07 23:37:39,059 | INFO | CART | ADD | 1000 | /add/1 | 
2025-09-07 23:37:39,397 | INFO | CART | ADD | 245 | /add/3 | 
2025-09-07 23:37:42,151 | INFO | CART | ADD | 626 | /add/6 | 
2025-09-07 23:37:43,160 | INFO | CART | ADD | 500 | /add/2 | 
2025-09-07 23:37:44,877 | INFO | PAYMENT | FAILED | 570 | /checkout | Transaction declined
2025-09-07 23:37:45,483 | INFO | CART | ADD | 1000 | /add/1 | 
2025-09-07 23:37:46,101 | INFO | SECURITY | FAILED | 0 | /search | SQL Injection attempt id=' OR '1'='1
2025-09-07 23:37:46,740 | INFO | PAYMENT | SUCCESS | 213 | /checkout | 
2025-09-07 23:37:47,446 | INFO | PAYMENT | SUCCESS | 184 | /checkout | 
2025-09-07 23:37:47,553 | INFO | CART | ADD | 1000 | /add/1 | 
2025-09-07 23:37:49,854 | INFO | SECURITY | FAILED | 0 | /admin | Unauthorized access attempt
2025-09-07 23:37:49,924 | INFO | CART | ADD | 1000 | /add/1 | 
2025-09-07 23:37:52,130 | INFO | PAYMENT | SUCCESS | 130 | /checkout | 
2025-09-07 23:37:52,933 | INFO | SECURITY | FAILED | 0 | /login | FAILED LOGIN attempt user=admin
2025-09-07 23:37:53,778 | INFO | PAYMENT | FAILED | 4500 | /checkout | Transaction declined
2025-09-07 23:37:55,346 | INFO | PAYMENT | SUCCESS | 989 | /checkout | 
2025-09-07 23:37:55,999 | INFO | PAYMENT | FAILED | 612 | /checkout | Transaction declined
2025-09-07 23:37:57,020 | INFO | CART | ADD | 530 | /add/6 | 
2025-09-07 23:37:59,675 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 23:38:01,610 | INFO | SECURITY | FAILED | 0 | /search | SQL Injection attempt id=' OR '1'='1
2025-09-07 23:38:03,799 | INFO | PAYMENT | SUCCESS | 752 | /checkout | 
2025-09-07 23:38:04,657 | INFO | PAYMENT | SUCCESS | 439 | /checkout | 
2025-09-07 23:38:07,380 | INFO | CART | ADD | 589 | /add/11 | 
2025-09-07 23:38:09,682 | INFO | PAYMENT | SUCCESS | 434 | /checkout | 
2025-09-07 23:38:10,571 | INFO | PAYMENT | SUCCESS | 399 | /checkout | 
2025-09-07 23:38:11,617 | INFO | PAYMENT | SUCCESS | 799 | /checkout | 
2025-09-07 23:38:13,808 | INFO | PAYMENT | SUCCESS | 445 | /checkout | 
2025-09-07 23:38:14,323 | INFO | PAYMENT | FAILED | 391 | /checkout | Transaction declined
2025-09-07 23:38:16,585 | INFO | PAYMENT | SUCCESS | 869 | /checkout | 
2025-09-07 23:38:17,859 | INFO | SECURITY | FAILED | 0 | /admin | Unauthorized access attempt
2025-09-07 23:38:18,372 | INFO | PAYMENT | SUCCESS | 667 | /checkout | 
2025-09-07 23:38:20,312 | INFO | PAYMENT | SUCCESS | 93 | /checkout | 
2025-09-07 23:38:20,895 | INFO | PAYMENT | FAILED | 99999 | /checkout | Possible fraud detected - unusually high amount
2025-09-07 23:38:21,773 | INFO | CART | ADD | 716 | /add/1 | 
2025-09-07 23:38:22,363 | INFO | PAYMENT | FAILED | 103 | /checkout | Transaction declined
2025-09-07 23:38:24,410 | INFO | PAYMENT | SUCCESS | 195 | /checkout | 
2025-09-07 23:38:26,244 | INFO | PAYMENT | SUCCESS | 940 | /checkout | 
2025-09-07 23:38:27,991 | INFO | CART | ADD | 596 | /add/7 | 
2025-09-07 23:38:29,981 | INFO | CART | ADD | 777 | /add/6 | 
2025-09-07 23:38:32,143 | INFO | PAYMENT | SUCCESS | 335 | /checkout | 
2025-09-07 23:38:35,046 | INFO | PAYMENT | SUCCESS | 265 | /checkout | 
2025-09-07 23:38:36,951 | INFO | PAYMENT | SUCCESS | 159 | /checkout | 
2025-09-07 23:38:37,805 | INFO | CART | ADD | 50 | /add/1 | Unusually low amount - possible testing
2025-09-07 23:38:38,621 | INFO | PAYMENT | SUCCESS | 668 | /checkout | 
2025-09-07 23:38:40,165 | INFO | CART | ADD | 228 | /add/3 | 
2025-09-07 23:38:42,228 | INFO | PAYMENT | SUCCESS | 210 | /checkout | 
2025-09-07 23:38:43,036 | INFO | CART | ADD | 515 | /add/7 | 
2025-09-07 23:38:45,356 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 23:38:46,611 | INFO | CART | ADD | 573 | /add/5 | 
2025-09-07 23:38:48,718 | INFO | PAYMENT | SUCCESS | 272 | /checkout | 
2025-09-07 23:38:49,642 | INFO | PAYMENT | SUCCESS | 258 | /checkout | 
2025-09-07 23:38:51,790 | INFO | PAYMENT | FAILED | 129 | /checkout | Transaction declined
2025-09-07 23:38:53,580 | INFO | CART | ADD | 854 | /add/3 | 
2025-09-07 23:38:56,250 | INFO | CART | ADD | 819 | /add/11 | 
2025-09-07 23:38:58,814 | INFO | PAYMENT | SUCCESS | 576 | /checkout | 
2025-09-07 23:38:59,721 | INFO | CART | ADD | 890 | /add/1 | 
2025-09-07 23:39:00,611 | INFO | CART | ADD | 519 | /add/2 | 
2025-09-07 23:39:02,164 | INFO | PAYMENT | FAILED | 266 | /checkout | Transaction declined
2025-09-07 23:39:03,843 | INFO | PAYMENT | FAILED | 895 | /checkout | Transaction declined
2025-09-07 23:39:05,774 | INFO | CART | ADD | 989 | /add/3 | 
2025-09-07 23:39:07,218 | INFO | CART | ADD | 50 | /add/1 | Unusually low amount - possible testing
2025-09-07 23:39:08,137 | INFO | PAYMENT | FAILED | 619 | /checkout | Transaction declined
2025-09-07 23:39:09,040 | INFO | PAYMENT | SUCCESS | 616 | /checkout | 
2025-09-07 23:39:09,739 | INFO | PAYMENT | SUCCESS | 689 | /checkout | 
2025-09-07 23:39:10,385 | INFO | PAYMENT | FAILED | 675 | /checkout | Transaction declined
2025-09-07 23:39:11,405 | INFO | SECURITY | FAILED | 0 | /admin | Unauthorized access attempt
2025-09-07 23:39:12,019 | INFO | PAYMENT | SUCCESS | 764 | /checkout | 
2025-09-07 23:39:13,743 | INFO | CART | ADD | 557 | /add/9 | 
2025-09-07 23:39:15,927 | INFO | PAYMENT | SUCCESS | 961 | /checkout | 
2025-09-07 23:39:17,842 | INFO | PAYMENT | FAILED | 80 | /checkout | Transaction declined
2025-09-07 23:39:20,576 | INFO | PAYMENT | SUCCESS | 290 | /checkout | 
2025-09-07 23:39:23,494 | INFO | CART | ADD | 972 | /add/3 | 
2025-09-07 23:39:26,019 | INFO | PAYMENT | SUCCESS | 102 | /checkout | 
2025-09-07 23:39:28,616 | INFO | PAYMENT | SUCCESS | 995 | /checkout | 
2025-09-07 23:39:30,679 | INFO | PAYMENT | SUCCESS | 876 | /checkout | 
2025-09-07 23:39:33,317 | INFO | PAYMENT | SUCCESS | 530 | /checkout | 
2025-09-07 23:39:34,394 | INFO | CART | ADD | 236 | /add/3 | 
2025-09-07 23:39:35,096 | INFO | SECURITY | FAILED | 0 | /admin | Unauthorized access attempt
2025-09-07 23:39:37,010 | INFO | PAYMENT | SUCCESS | 415 | /checkout | 
2025-09-07 23:39:37,949 | INFO | SECURITY | FAILED | 0 | /search | SQL Injection attempt id=' OR '1'='1
2025-09-07 23:39:40,142 | INFO | PAYMENT | SUCCESS | 191 | /checkout | 
2025-09-07 23:39:41,090 | INFO | PAYMENT | FAILED | 882 | /checkout | Transaction declined
2025-09-07 23:39:43,386 | INFO | CART | ADD | 810 | /add/9 | 
2025-09-07 23:39:45,472 | INFO | CART | ADD | 411 | /add/6 | 
2025-09-07 23:39:48,309 | INFO | PAYMENT | FAILED | 979 | /checkout | Transaction declined
2025-09-07 23:39:50,869 | INFO | CART | ADD | 674 | /add/2 | 
2025-09-07 23:39:53,407 | INFO | PAYMENT | FAILED | 328 | /checkout | Transaction declined
2025-09-07 23:39:54,127 | INFO | PAYMENT | FAILED | 883 | /checkout | Transaction declined
2025-09-07 23:39:54,964 | INFO | PAYMENT | SUCCESS | 612 | /checkout | 
2025-09-07 23:39:56,465 | INFO | CART | ADD | 964 | /add/7 | 
2025-09-07 23:39:58,910 | INFO | PAYMENT | SUCCESS | 339 | /checkout | 
2025-09-07 23:40:00,426 | INFO | PAYMENT | SUCCESS | 177 | /checkout | 
2025-09-07 23:40:03,375 | INFO | PAYMENT | SUCCESS | 798 | /checkout | 
2025-09-07 23:40:05,523 | INFO | PAYMENT | SUCCESS | 781 | /checkout | 
2025-09-07 23:40:06,365 | INFO | PAYMENT | SUCCESS | 347 | /checkout | 
2025-09-07 23:40:09,295 | INFO | PAYMENT | FAILED | 99999 | /checkout | Possible fraud detected - unusually high amount
2025-09-07 23:40:11,316 | INFO | PAYMENT | SUCCESS | 719 | /checkout | 
2025-09-07 23:40:13,687 | INFO | PAYMENT | SUCCESS | 635 | /checkout | 
2025-09-07 23:40:15,550 | INFO | PAYMENT | SUCCESS | 956 | /checkout | 
2025-09-07 23:40:17,388 | INFO | PAYMENT | SUCCESS | 116 | /checkout | 
2025-09-07 23:40:18,143 | INFO | PAYMENT | SUCCESS | 640 | /checkout | 
2025-09-07 23:40:20,586 | INFO | PAYMENT | SUCCESS | 95 | /checkout | 
2025-09-07 23:40:21,540 | INFO | PAYMENT | FAILED | 245 | /checkout | Transaction declined
2025-09-07 23:40:22,599 | INFO | PAYMENT | SUCCESS | 738 | /checkout | 
2025-09-07 23:40:24,587 | INFO | CART | ADD | 924 | /add/2 | 
2025-09-07 23:40:25,820 | INFO | CART | ADD | 806 | /add/3 | 
2025-09-07 23:40:27,103 | INFO | PAYMENT | SUCCESS | 543 | /checkout | 
2025-09-07 23:40:28,811 | INFO | CART | ADD | 657 | /add/9 | 
2025-09-07 23:40:30,419 | INFO | CART | ADD | 264 | /add/7 | 
2025-09-07 23:40:32,666 | INFO | PAYMENT | SUCCESS | 316 | /checkout | 
2025-09-07 23:40:34,868 | INFO | PAYMENT | FAILED | 694 | /checkout | Transaction declined
2025-09-07 23:40:36,638 | INFO | PAYMENT | SUCCESS | 91 | /checkout | 
2025-09-07 23:40:37,184 | INFO | CART | ADD | 380 | /add/1 | 
2025-09-07 23:40:39,517 | INFO | PAYMENT | SUCCESS | 461 | /checkout | 
2025-09-07 23:40:40,413 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 23:40:41,505 | INFO | PAYMENT | FAILED | 620 | /checkout | Transaction declined
2025-09-07 23:40:43,010 | INFO | CART | ADD | 431 | /add/4 | 
2025-09-07 23:40:44,339 | INFO | PAYMENT | SUCCESS | 908 | /checkout | 
2025-09-07 23:40:45,741 | INFO | PAYMENT | SUCCESS | 347 | /checkout | 
2025-09-07 23:40:48,491 | INFO | PAYMENT | FAILED | 521 | /checkout | Transaction declined
2025-09-07 23:40:50,172 | INFO | PAYMENT | FAILED | 99999 | /checkout | Possible fraud detected - unusually high amount
2025-09-07 23:40:52,199 | INFO | CART | ADD | 460 | /add/5 | 
2025-09-07 23:40:54,999 | INFO | PAYMENT | SUCCESS | 400 | /checkout | 
2025-09-07 23:40:56,068 | INFO | PAYMENT | SUCCESS | 472 | /checkout | 
2025-09-07 23:40:56,845 | INFO | CART | ADD | 398 | /add/4 | 
2025-09-07 23:40:57,616 | INFO | PAYMENT | FAILED | 295 | /checkout | Transaction declined
2025-09-07 23:40:59,888 | INFO | PAYMENT | FAILED | 66 | /checkout | Transaction declined
2025-09-07 23:41:01,579 | INFO | PAYMENT | FAILED | 99999 | /checkout | Possible fraud detected - unusually high amount
2025-09-07 23:41:03,450 | INFO | PAYMENT | SUCCESS | 670 | /checkout | 
2025-09-07 23:41:05,148 | INFO | PAYMENT | SUCCESS | 556 | /checkout | 
2025-09-07 23:41:06,744 | INFO | PAYMENT | SUCCESS | 570 | /checkout | 
2025-09-07 23:41:07,381 | INFO | PAYMENT | SUCCESS | 320 | /checkout | 
2025-09-07 23:41:08,839 | INFO | CART | ADD | 881 | /add/5 | 
2025-09-07 23:41:09,797 | INFO | PAYMENT | SUCCESS | 140 | /checkout | 
2025-09-07 23:41:11,422 | INFO | PAYMENT | SUCCESS | 446 | /checkout | 
2025-09-07 23:41:12,542 | INFO | PAYMENT | SUCCESS | 565 | /checkout | 
2025-09-07 23:41:14,165 | INFO | CART | ADD | 802 | /add/7 | 
2025-09-07 23:41:14,697 | INFO | CART | ADD | 436 | /add/5 | 
2025-09-07 23:41:17,083 | INFO | PAYMENT | SUCCESS | 290 | /checkout | 
2025-09-07 23:41:19,493 | INFO | PAYMENT | SUCCESS | 497 | /checkout | 
2025-09-07 23:41:21,493 | INFO | PAYMENT | SUCCESS | 115 | /checkout | 
2025-09-07 23:41:23,343 | INFO | PAYMENT | FAILED | 553 | /checkout | Transaction declined
2025-09-07 23:41:25,662 | INFO | CART | ADD | 234 | /add/5 | 
2025-09-07 23:41:27,719 | INFO | CART | ADD | 897 | /add/2 | 
2025-09-07 23:41:29,732 | INFO | PAYMENT | SUCCESS | 860 | /checkout | 
2025-09-07 23:41:32,719 | INFO | PAYMENT | FAILED | 470 | /checkout | Transaction declined
2025-09-07 23:41:35,336 | INFO | CART | ADD | 360 | /add/2 | 
2025-09-07 23:41:37,383 | INFO | PAYMENT | SUCCESS | 306 | /checkout | 
2025-09-07 23:41:38,288 | INFO | PAYMENT | SUCCESS | 583 | /checkout | 
2025-09-07 23:41:39,829 | INFO | PAYMENT | FAILED | 127 | /checkout | Transaction declined
2025-09-07 23:41:40,674 | INFO | PAYMENT | SUCCESS | 96 | /checkout | 
2025-09-07 23:41:42,264 | INFO | PAYMENT | SUCCESS | 260 | /checkout | 
2025-09-07 23:41:43,536 | INFO | PAYMENT | SUCCESS | 462 | /checkout | 
2025-09-07 23:41:45,425 | INFO | CART | ADD | 535 | /add/4 | 
2025-09-07 23:41:47,829 | INFO | PAYMENT | SUCCESS | 375 | /checkout | 
2025-09-07 23:41:49,992 | INFO | PAYMENT | FAILED | 261 | /checkout | Transaction declined
2025-09-07 23:41:51,357 | INFO | PAYMENT | SUCCESS | 316 | /checkout | 
2025-09-07 23:41:52,079 | INFO | PAYMENT | SUCCESS | 770 | /checkout | 
2025-09-07 23:41:53,993 | INFO | PAYMENT | SUCCESS | 202 | /checkout | 
2025-09-07 23:41:56,390 | INFO | CART | ADD | 969 | /add/8 | 
2025-09-07 23:41:57,023 | INFO | PAYMENT | SUCCESS | 174 | /checkout | 
2025-09-07 23:41:58,794 | INFO | CART | ADD | 953 | /add/1 | 
2025-09-07 23:42:01,639 | INFO | PAYMENT | SUCCESS | 540 | /checkout | 
2025-09-07 23:42:03,784 | INFO | CART | ADD | 996 | /add/10 | 
2025-09-07 23:42:04,378 | INFO | PAYMENT | SUCCESS | 945 | /checkout | 
2025-09-07 23:42:05,408 | INFO | PAYMENT | FAILED | 383 | /checkout | Transaction declined
2025-09-07 23:42:06,595 | INFO | PAYMENT | SUCCESS | 793 | /checkout | 
2025-09-07 23:42:09,118 | INFO | CART | ADD | 250 | /add/10 | 
2025-09-07 23:42:11,597 | INFO | PAYMENT | SUCCESS | 601 | /checkout | 
2025-09-07 23:42:13,683 | INFO | PAYMENT | FAILED | 671 | /checkout | Transaction declined
2025-09-07 23:42:15,080 | INFO | PAYMENT | SUCCESS | 667 | /checkout | 
2025-09-07 23:42:17,033 | INFO | PAYMENT | SUCCESS | 276 | /checkout | 
2025-09-07 23:42:17,843 | INFO | PAYMENT | FAILED | 654 | /checkout | Transaction declined
2025-09-07 23:42:20,300 | INFO | CART | ADD | 874 | /add/5 | 
2025-09-07 23:42:21,563 | INFO | PAYMENT | SUCCESS | 992 | /checkout | 
2025-09-07 23:42:23,135 | INFO | CART | ADD | 865 | /add/11 | 
2025-09-07 23:42:24,769 | INFO | CART | ADD | 358 | /add/11 | 
2025-09-07 23:42:26,272 | INFO | PAYMENT | FAILED | 348 | /checkout | Transaction declined
2025-09-07 23:42:26,953 | INFO | PAYMENT | SUCCESS | 626 | /checkout | 
2025-09-07 23:42:28,393 | INFO | PAYMENT | FAILED | 904 | /checkout | Transaction declined
2025-09-07 23:42:29,883 | INFO | PAYMENT | FAILED | 376 | /checkout | Transaction declined
2025-09-07 23:42:32,079 | INFO | PAYMENT | SUCCESS | 724 | /checkout | 
2025-09-07 23:42:33,356 | INFO | CART | ADD | 50 | /add/1 | Unusually low amount - possible testing
2025-09-07 23:42:35,020 | INFO | PAYMENT | SUCCESS | 885 | /checkout | 
2025-09-07 23:42:37,828 | INFO | PAYMENT | SUCCESS | 406 | /checkout | 
2025-09-07 23:42:38,392 | INFO | SECURITY | FAILED | 0 | /admin | Unauthorized access attempt
2025-09-07 23:42:39,215 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 23:42:41,378 | INFO | SECURITY | FAILED | 0 | /admin | Unauthorized access attempt
2025-09-07 23:42:43,013 | INFO | CART | ADD | 336 | /add/4 | 
2025-09-07 23:42:45,681 | INFO | PAYMENT | FAILED | 627 | /checkout | Transaction declined
2025-09-07 23:42:47,358 | INFO | PAYMENT | FAILED | 281 | /checkout | Transaction declined
2025-09-07 23:42:47,909 | INFO | PAYMENT | SUCCESS | 263 | /checkout | 
2025-09-07 23:42:49,482 | INFO | PAYMENT | FAILED | 947 | /checkout | Transaction declined
2025-09-07 23:42:50,793 | INFO | PAYMENT | SUCCESS | 705 | /checkout | 
2025-09-07 23:42:53,666 | INFO | PAYMENT | SUCCESS | 451 | /checkout | 
2025-09-07 23:42:56,082 | INFO | PAYMENT | SUCCESS | 182 | /checkout | 
2025-09-07 23:42:56,822 | INFO | SECURITY | FAILED | 0 | /admin | Unauthorized access attempt
2025-09-07 23:42:59,545 | INFO | PAYMENT | SUCCESS | 430 | /checkout | 
2025-09-07 23:43:01,776 | INFO | PAYMENT | SUCCESS | 603 | /checkout | 
2025-09-07 23:43:03,005 | INFO | PAYMENT | SUCCESS | 759 | /checkout | 
2025-09-07 23:43:04,622 | INFO | PAYMENT | SUCCESS | 209 | /checkout | 
2025-09-07 23:43:06,038 | INFO | PAYMENT | SUCCESS | 876 | /checkout | 
2025-09-07 23:43:08,716 | INFO | CART | ADD | 895 | /add/2 | 
2025-09-07 23:43:09,944 | INFO | PAYMENT | FAILED | 628 | /checkout | Transaction declined
2025-09-07 23:43:12,031 | INFO | PAYMENT | SUCCESS | 953 | /checkout | 
2025-09-07 23:43:13,016 | INFO | PAYMENT | FAILED | 325 | /checkout | Transaction declined
2025-09-07 23:43:14,719 | INFO | PAYMENT | FAILED | 727 | /checkout | Transaction declined
2025-09-07 23:43:15,225 | INFO | CART | ADD | 648 | /add/6 | 
2025-09-07 23:43:16,204 | INFO | PAYMENT | SUCCESS | 612 | /checkout | 
2025-09-07 23:43:18,935 | INFO | PAYMENT | SUCCESS | 630 | /checkout | 
2025-09-07 23:43:21,685 | INFO | PAYMENT | SUCCESS | 420 | /checkout | 
2025-09-07 23:43:22,598 | INFO | CART | ADD | 702 | /add/7 | 
2025-09-07 23:43:23,486 | INFO | PAYMENT | SUCCESS | 488 | /checkout | 
2025-09-07 23:43:25,843 | INFO | PAYMENT | FAILED | 636 | /checkout | Transaction declined
2025-09-07 23:43:27,842 | INFO | PAYMENT | SUCCESS | 947 | /checkout | 
2025-09-07 23:43:29,100 | INFO | PAYMENT | SUCCESS | 787 | /checkout | 
2025-09-07 23:43:31,679 | INFO | PAYMENT | FAILED | 783 | /checkout | Transaction declined
2025-09-07 23:43:33,083 | INFO | CART | ADD | 456 | /add/8 | 
2025-09-07 23:43:35,995 | INFO | SECURITY | FAILED | 0 | /admin | Unauthorized access attempt
2025-09-07 23:43:38,916 | INFO | PAYMENT | SUCCESS | 444 | /checkout | 
2025-09-07 23:43:41,681 | INFO | PAYMENT | SUCCESS | 275 | /checkout | 
2025-09-07 23:43:43,885 | INFO | PAYMENT | FAILED | 99999 | /checkout | Possible fraud detected - unusually high amount
2025-09-07 23:43:45,742 | INFO | PAYMENT | SUCCESS | 390 | /checkout | 
2025-09-07 23:43:47,539 | INFO | CART | ADD | 995 | /add/2 | 
2025-09-07 23:43:50,511 | INFO | CART | ADD | 864 | /add/9 | 
2025-09-07 23:43:51,046 | INFO | PAYMENT | SUCCESS | 378 | /checkout | 
2025-09-07 23:43:53,377 | INFO | SECURITY | FAILED | 0 | /admin | Unauthorized access attempt
2025-09-07 23:43:55,706 | INFO | CART | ADD | 691 | /add/10 | 
2025-09-07 23:43:57,352 | INFO | PAYMENT | SUCCESS | 775 | /checkout | 
2025-09-07 23:43:59,603 | INFO | CART | ADD | 332 | /add/9 | 
2025-09-07 23:44:00,806 | INFO | PAYMENT | FAILED | 755 | /checkout | Transaction declined
2025-09-07 23:44:02,121 | INFO | PAYMENT | FAILED | 264 | /checkout | Transaction declined
2025-09-07 23:44:02,663 | INFO | PAYMENT | FAILED | 415 | /checkout | Transaction declined
2025-09-07 23:44:04,780 | INFO | PAYMENT | SUCCESS | 230 | /checkout | 
2025-09-07 23:44:05,524 | INFO | PAYMENT | SUCCESS | 451 | /checkout | 
2025-09-07 23:44:06,261 | INFO | PAYMENT | SUCCESS | 661 | /checkout | 
2025-09-07 23:44:08,105 | INFO | PAYMENT | FAILED | 403 | /checkout | Transaction declined
2025-09-07 23:44:09,342 | INFO | PAYMENT | SUCCESS | 565 | /checkout | 
2025-09-07 23:44:10,689 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 23:44:11,415 | INFO | PAYMENT | SUCCESS | 777 | /checkout | 
2025-09-07 23:44:14,211 | INFO | CART | ADD | 935 | /add/5 | 
2025-09-07 23:44:16,698 | INFO | PAYMENT | SUCCESS | 757 | /checkout | 
2025-09-07 23:44:17,319 | INFO | CART | ADD | 768 | /add/5 | 
2025-09-07 23:44:18,969 | INFO | PAYMENT | SUCCESS | 455 | /checkout | 
2025-09-07 23:44:20,146 | INFO | CART | ADD | 434 | /add/9 | 
2025-09-07 23:44:22,591 | INFO | PAYMENT | SUCCESS | 994 | /checkout | 
2025-09-07 23:44:23,307 | INFO | CART | ADD | 444 | /add/3 | 
2025-09-07 23:44:26,243 | INFO | PAYMENT | SUCCESS | 935 | /checkout | 
2025-09-07 23:44:27,195 | INFO | PAYMENT | SUCCESS | 554 | /checkout | 
2025-09-07 23:44:29,580 | INFO | PAYMENT | SUCCESS | 400 | /checkout | 
2025-09-07 23:44:30,931 | INFO | CART | ADD | 883 | /add/7 | 
2025-09-07 23:44:32,921 | INFO | PAYMENT | SUCCESS | 633 | /checkout | 
2025-09-07 23:44:35,074 | INFO | PAYMENT | FAILED | 113 | /checkout | Transaction declined
2025-09-07 23:44:37,902 | INFO | PAYMENT | FAILED | 556 | /checkout | Transaction declined
2025-09-07 23:44:38,685 | INFO | PAYMENT | FAILED | 851 | /checkout | Transaction declined
